tceid,ticid,tce_plnt_num,sectors,lastUpdate,tce_period,tce_period_err,tce_time0bt,tce_time0bt_err,tce_time0,tce_time0_err,tce_ror,tce_ror_err,tce_dor,tce_dor_err,tce_incl,tce_incl_err,tce_impact,tce_impact_err,tce_duration,tce_duration_err,tce_ingress,tce_ingress_err,tce_depth,tce_depth_err,tce_eccen,tce_eccen_err,tce_longp,tce_longp_err,tce_limbdark_mod,tce_ldm_coeff1,tce_ldm_coeff2,tce_ldm_coeff3,tce_ldm_coeff4,tce_num_transits,tce_trans_mod,tce_full_conv,tce_model_snr,tce_model_chisq,tce_model_dof,tce_robstat,tce_dof2,tce_chisq2,tce_chisqgofdof,tce_chisqgof,tce_prad,tce_prad_err,tce_sma,tce_sma_err,tce_eqt,tce_eqt_err,tce_insol,tce_insol_err,tce_ntoi,tce_sectors,tce_steff,tce_steff_err,tce_slogg,tce_slogg_err,tce_smet,tce_smet_err,tce_sradius,tce_sradius_err,tce_sdensity,tce_sdensity_err,tce_steff_prov,tce_slogg_prov,tce_smet_prov,tce_sradius_prov,tce_sdensity_prov,tcet_period,tcet_period_err,tcet_time0bt,tcet_time0bt_err,tcet_time0,tcet_time0_err,tcet_duration,tcet_duration_err,tcet_ingress,tcet_ingress_err,tcet_depth,tcet_depth_err,tcet_full_conv,tcet_model_chisq,tcet_model_dof,wst_robstat,wst_depth,tce_ws_mesmedian,tce_ws_mesmad,tce_ws_maxmes,tce_ws_minmes,tce_ws_maxmesd,tce_ws_minmesd,tce_max_sngle_ev,tce_max_mult_ev,tce_bin_oedp_stat,tce_bin_spc_stat,tce_bin_lpc_stat,tce_albedo,tce_albedo_err,tce_ptemp,tce_ptemp_err,tce_albedo_stat,tce_ptemp_stat,boot_fap,boot_mesthresh,boot_mesmean,boot_messtd,bootstrap_transit_count,tce_cap_stat,tce_hap_stat,tce_dicco_mra,tce_dicco_mra_err,tce_dicco_mdec,tce_dicco_mdec_err,tce_dicco_msky,tce_dicco_msky_err,tce_ditco_mra,tce_ditco_mra_err,tce_ditco_mdec,tce_ditco_mdec_err,tce_ditco_msky,tce_ditco_msky_err,Table1.Disposition
00219879302-01,219879302,1,s0024,44272,13.5629,,1962.25,,2458962.25,,0.098,,45.8126,,89.9875,,0.01,,2.48335,,0.22161,,11500.4,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.6704,-0.478936,0.9551103,-0.4342102,2,mandel-agol_geometric_transit_model,TRUE,21.66923,604.9879,716.5073,20.96085,42.12323,0.7409,117,136.3204,9.43512,,0.107121,,661.675,,45.3003,,1,1,5225,130.859,4.49624,0.0853,0,0,0.882285,0.0514,1.296078,0.265579,TIC8,TIC8,Solar,TIC8,TIC8-Deriv,13.56527138,-1,1962.248601,-1,2458962.249,-1,2.399089453,-1,0.289297572,-1,10135.814,-1,TRUE,18263,947,3.147737,1787.411,-0.0409273,0.560892,2.85202,-2.531616,-0.83474,-2.4278,15.21905,20.16567,1.564242,0,0,126.7525,48.84775,3432.611,320.9721,2.574376,8.600232,1.47E-235,4.824119,1.716748,0.5633101,2,13.34737,0.3968973,-0.1170368,2.530295,-0.765933,2.733061,0.7748232,2.728603,-0.0699,2.530295,0.8326735,2.733054,0.8356051,2.731686,PC
00220016044-01,220016044,1,s0029,44316,0.940059,-1,2116.59,-1,2459116.59,-1,0.0277,-1,2.9618,-1,72.056,-1,0.912493,-1,1.21093,-1,0.176745,-1,678.025,0,0,-1,0,-1,claret_tess_nonlinear_limb_darkening_model,0.3489237,0.7019306,-0.6602569,0.210475,25,mandel-agol_geometric_transit_model,TRUE,11.46396,3773.765,4579.352,9.689514,28.31206,32.0266,655,630.2623,7.71189,-1,0.0202,-1,3122.35,-1,22461.8,-1,1,1,6300.3,140.145,3.7196,0.0913,-0.22,0.12,2.5465,0.137786,0.0751,0.0163,TIC8.1,TIC8.1,TIC8.1,TIC8.1,TIC8.1-Der,0.939947069,-1,2116.589673,-1,2459116.59,-1,1.25172568,-1,0.226453159,-1,623.8193332,-1,TRUE,16947,5875,1.839093,135.2575,-0.349488,0.6724507,2.26316,-2.228778,0.52742,0.489924,5.335145,8.84347,0.2128925,0,0,0.5099059,0.2548127,4079.379,496.1604,-1.92335,1.863475,2.37E-16,7.714177,-0.3459635,1.131992,29,8.989135,0.8128598,5.938323,2.709678,9.013324,2.930532,10.79369,2.865481,4.698529,2.709572,9.214436,2.93053,10.34321,2.88632,PC
00220029715-01,220029715,1,s0011,44497,3.18547,0.000255,1598.75,0.00077,2458598.75,0.00077,0.0638,0.0686,11.4719,0.11303,89.076,0.72072,0.185006,0.0975,2.22572,0.0189,0.138348,0.00946,4928.6,488.686,0,0,0,0,claret_tess_nonlinear_limb_darkening_model,0.7243377,-0.6351731,1.126052,-0.4706058,5,mandel-agol_geometric_transit_model,TRUE,13.94547,1337.706,1662.041,13.68916,21.08003,1.75371,299,236.5864,5.45014,21.1876,0.0396631,0.00447,972.749,70.3557,211.604,837.681,1,1,4964.9,109.039,4.56498,0.0841,0.255864,0.0788,0.781959,0.0462,1.713152,0.3469181,TIC8.1,TIC8.1,TIC8.1,TIC8.1,TIC8.1-Der,3.186109781,-1,1598.745954,-1,2458598.746,-1,2.377489676,-1,0.417032153,-1,4593.948326,-1,TRUE,11585,2395,1.784222,693.1357,0.0533935,0.534559,2.04083,-1.627465,0.23053,2.02637,6.540221,12.74028,0.3025976,0,0,20.19541,16.64992,3188.266,652.0292,1.152883,3.391765,5.76E-53,6.204103,0.6303624,0.7928795,8,5.664809,2.924356,1.796359,2.785254,1.126007,2.853433,2.120093,2.804654,1.978499,2.785249,1.266117,2.853428,2.348938,2.805228,KP
00220396259-01,220396259,1,s0003,44348,0.917052,0.0000883,1382.21,0.0013,2458382.21,0.0013,0.022,0.00453,2.34456,0.0134447,67.4314,0.411081,0.899817,0.00642,1.58143,0.0316,0.167494,0.0158,429.064,864.917,0,0,0,0,claret_tess_nonlinear_limb_darkening_model,0.4176457,0.3850452,-0.1683671,-0.00698,20,mandel-agol_geometric_transit_model,TRUE,12.09537,3972.001,4765.683,12.21798,31.93927,25.30667,837,713.7166,4.01761,2.7739,0.0189047,0.00164,2446.98,143.72,8473.05,6774.19,1,1,5895.2,128.932,4.02056,0.0791,-0.28,0.1,1.67282,0.0851,0.228618,0.0432,TIC8.1,TIC8.1,TIC8.1,TIC8.1,TIC8.1-Der,0.917159915,-1,1382.205727,-1,2458382.206,-1,1.937695296,-1,0.859195625,-1,579.6977821,-1,TRUE,13494,6578,1.120601,40.19787,-0.493691,0.525968,1.20459,-1.773407,0.23192,0.294421,4.128207,10.74644,0.0203997,0,0,0.4896492,0.427943,3164.765,687.726,-1.192567,1.034126,1.62E-23,7.430475,-1.000271,1.183527,30,5.406961,15.73509,-22.35684,2.508698,-36.17138,2.527345,42.5229,2.522204,-22.58945,2.506578,-36.25824,2.527343,42.71935,2.521554,EB
00220435095-01,220435095,1,s0013,44518,3.42321,0.0000455,1655.24,0.0014532,2458655.24,0.0014532,0.118004,0.00302,6.54307,0.0737,81.6701,2.14912,0.947905,0.00966937,2.39792,0.056,1.19896,0.0959,8778.43,232.798,0,0,0,0,claret_tess_nonlinear_limb_darkening_model,0.2573006,0.830985,-0.6697492,0.1893278,6,mandel-agol_geometric_transit_model,TRUE,32.32271,1671.957,1932.228,28.59565,77.98867,1.78795,299,372.8578,33.657,0.665481,0.0444769,0.00101,1900.94,134.845,3085.98,5696.65,1,1,5620.9,134.514,3.60392,0.0835,-0.773322,0.1,2.61261,0.158683,0.0561,0.0113,TIC8.1,TIC8.1,TIC8.1,TIC8.1,TIC8.1-Der,3.422220707,-1,1655.242321,-1,2458655.242,-1,2.309160277,-1,0.923694588,-1,8412.801347,-1,TRUE,16304,2820,4.436975,1006.068,-0.0902365,0.6896672,5.52222,-2.017229,1.70414,0.561088,12.30795,25.69507,0.3897514,0,0,0.9665413,0.8159675,2914.161,611.1923,-0.041,1.644305,2.34E-141,7.148829,-0.0853,1.019595,8,18.08456,6.322083,0.9614379,2.516451,-0.0727,2.558111,0.9641856,2.51669,0.390443,2.516447,-0.032,2.558109,0.3917531,2.516728,PC
00220475245-01,220475245,1,s0012,44502,3.78199,0.00000188,1625.08,0.000083,2458625.08,0.000083,0.126094,0.0123891,12.2765,0.00709,87.4558,0.677496,0.544946,0.0177205,2.32403,0.0055,0.356875,0.00275,17780.2,59.7952,0,0,0,0,claret_tess_nonlinear_limb_darkening_model,0.6928457,-0.6033784,1.119581,-0.4724912,5,mandel-agol_geometric_transit_model,TRUE,39.869,1302.579,1470.773,40.47399,146.1121,346.7557,287,612.8675,11.9728,5.18974,0.0439,-1,951.939,-1,194.07,-1,1,1,4849,125.205,4.4569,0.0919,0,0,0.869755,0.0571,1.200889,0.2661405,TIC8.1,TIC8.1,Solar,TIC8.1,TIC8.1-Der,3.781942844,-1,1625.081884,-1,2458625.082,-1,2.327810886,-1,0.444616032,-1,18751.49072,-1,TRUE,13794,2201,2.436166,981.3975,-0.0538678,0.6168477,2.74008,-2.723699,1.73609,-0.611134,18.36745,31.22398,6.300091,0,0,7.272182,3.167725,2416.94,255.3426,1.980027,5.658088,1.09E-219,6.831945,-0.2542368,0.99562,8,24.88752,9.741005,-3.162555,2.511608,1.100712,2.530736,3.34863,2.513682,-0.4098571,2.511529,1.384471,2.530732,1.443864,2.52919,PC
00220479565-01,220479565,1,s0003,44348,3.69769,0.0000883,1385.54,0.0013,2458385.54,0.0013,0.0652369,0.00453,34.1172,0.0134447,89.3237,0.411081,0.402692,0.00642,0.816712,0.0316,0.0591,0.0158,4848.89,864.917,0,0,0,0,claret_tess_nonlinear_limb_darkening_model,0.6729023,0.2523429,-0.2012063,0.0392,5,mandel-agol_geometric_transit_model,TRUE,11.38729,506.7566,607.1437,10.55965,12.36549,2.31656,116,106.2884,2.83397,2.7739,0.0342,0.00164,533.844,143.72,19.1946,6774.19,1,1,3546,157,4.82857,0.00337,0,0,0.397924,0.0119,6.176886,0.1915559,TIC8.1,TIC8.1,Solar,TIC8.1,TIC8.1-Der,3.697619915,-1,1385.544791,-1,2458385.545,-1,0.767481,-1,0.011683671,-1,4390.668912,-1,TRUE,12498,1066,1.939266,749.5298,0.00558538,0.6190076,1.99061,-2.437963,-0.89586,-0.408356,5.967896,10.03228,0.2726884,0,0,59.99805,70.72837,2297.15,684.4738,0.8341498,2.574593,2.52E-24,7.008626,-0.1592642,1.008171,7,5.916509,0.8258283,-1.647557,2.711798,-0.3647149,3.141008,1.687442,2.73335,-2.392562,2.71177,1.302791,3.141005,2.724264,2.815709,CP
00224225541-01,224225541,1,s0029,44316,4.93985,0.00313,2093.02,0.00218,2459093.02,0.00218,0.0276,0.03,19.1626,157.695,89.9701,27.454,0.01,30.9588,2.02459,0.468633,0.054452,0.492111,891.848,602.529,0,0,0,0,claret_tess_nonlinear_limb_darkening_model,0.5721269,-0.0888,0.421079,-0.2396683,4,mandel-agol_geometric_transit_model,TRUE,10.04802,1360.544,1311.876,6.891898,7.377261,1.12619,239,186.5787,2.8809,2.23214,0.0575,0.00203,1041.04,19.0428,277.587,1.62742,1,1,5789,119.174,4.49441,0.0736,0,0,0.955756,0.0449,1.191414,0.2095575,TIC8.1,TIC8.1,Solar,TIC8.1,TIC8.1-Der,4.938886642,-1,2093.026859,-1,2459093.027,-1,2.124364153,-1,0.45255731,-1,574.4150526,-1,TRUE,17826,2187,0.8923972,109.2904,0.00216636,0.5107343,2.1063,-2.075076,1.86803,-0.537523,6.511001,9.00077,0.0109,0,0,23.98823,53.48526,3562.127,1984.192,0.429805,1.27036,1.42E-08,12.50907,-3.298326,2.22383,5,3.279756,0.3495755,4.180986,2.715642,-3.036958,2.819939,5.167568,2.752111,4.165434,2.715617,-3.189924,2.819937,5.246566,2.754641,CP
00224245334-01,224245334,1,s0029,44316,3.77446,0.00313,2089.95,0.00218,2459089.95,0.00218,0.0345,0.03,7.11044,157.695,86.1855,27.454,0.473032,30.9588,3.74995,0.468633,0.16062,0.492111,1321.92,602.529,0,0,0,0,claret_tess_nonlinear_limb_darkening_model,0.4833266,0.2620564,-0.0787,-0.03370571,6,mandel-agol_geometric_transit_model,TRUE,10.23147,2638.934,3221.374,8.425731,9.058154,3.1295,359,285.1678,4.25735,2.23214,0.0500197,0.00203,1289.27,19.0428,652.972,1.62742,1,1,6150,129.171,4.40086,0.0815,0,0,1.129,0.0535,0.8131407,0.1574119,TIC8.1,TIC8.1,Solar,TIC8.1,TIC8.1-Der,3.786109447,-1,2089.915263,-1,2459089.915,-1,3.222598762,-1,0.336233223,-1,1332.567513,-1,TRUE,15188,3911,1.844376,257.8896,-0.0303506,0.6670689,1.6991,-2.301819,-0.63752,2.66525,7.946112,8.12052,0.000299,0,0,19.58454,13.45949,4193.361,713.1105,1.380776,4.062601,6.47E-22,6.216441,0.7599041,0.7707199,7,7.116679,0.2610358,-0.5950264,2.709564,-2.896112,2.885057,2.956606,2.878157,0.9141005,2.709562,-2.054496,2.885056,2.248674,2.8568,PC
00224297258-01,224297258,1,s0015,44333,9.61287,,1717.46,,2458717.46,,0.0295909,,23.9683,,89.1449,,0.357716,,2.9592,,0.0972,,1011.11,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.6368551,-0.3395779,0.7672764,-0.372227,2,mandel-agol_geometric_transit_model,TRUE,8.546533,689.4687,847.2768,8.165962,6.694996,1.2757,179,177.315,2.71552,,0.0873,,749.931,,74.7493,,1,1,5477,120.112,4.5707,0.0797,0,0,0.840608,0.0419,1.614754,0.3071198,TIC8,TIC8,Solar,TIC8,TIC8-Deriv,9.612495422,-1,1717.457359,-1,2458717.457,-1,3.08559632,-1,0.514036904,-1,895.1505646,-1,TRUE,13282,1421,2.863681,355.1775,0.0103931,0.5911537,2.95705,-2.647863,4.14442,0.419421,6.376731,8.24257,0.3380038,0,0,201.9544,276.2857,4370.945,1491.608,0.7273428,2.427134,9.31E-22,5.922715,1.017391,0.7595443,3,8.135125,1.504954,-7.116354,2.753775,-2.569247,3.341766,7.565945,2.827822,-7.236171,2.753437,-2.608353,3.341764,7.691923,2.827325,PC
00224298134-01,224298134,1,s0041,44461,1.49185,,2420.83,,2459420.83,,0.0299,,7.11044,,83.7185,,0.777971,,1.0899,,0.0772,,888.161,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.6809661,0.2166031,-0.1590634,0.0247,17,mandel-agol_geometric_transit_model,TRUE,8.540224,2280.07,2768.747,7.246739,18.36991,8.60367,449,405.5758,1.56844,,0.02,,773.751,,84.7084,,1,1,3577,157,4.75448,0.00718,0,0,0.480553,0.0140953,4.312592,0.1452268,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,1.492503524,-1,2420.819473,-1,2459420.819,-1,1.209254868,-1,0.274947466,-1,781.9103738,-1,TRUE,18305,4068,1.420049,164.9928,0.0276409,0.7978716,2.02756,-2.337911,0.72998,0.555532,5.594984,7.15041,0.1185877,0,0,14.75457,15.9597,2344.625,642.1756,0.8618317,2.442707,5.46E-10,8.614898,-1.190285,1.37478,18,2.015306,-1.396738,4.579507,2.797906,5.672776,3.245472,7.290561,3.076666,4.907034,2.797805,3.116796,3.245471,5.81321,2.933498,PC
00224601047-01,224601047,1,s0047,44613,14.4165,,2587.73,,2459587.73,,0.0748,,35.6887,,89.9756,,0.0152049,,3.31708,,0.23106,,6550.87,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.5712936,-0.0855,0.4172728,-0.2379788,2,mandel-agol_geometric_transit_model,TRUE,9.969446,831.2859,969.3941,10.27368,10.552,0.87865,179,191.2081,8.16988,,0.115983,,748.897,,74.3377,,1,1,5780,0,4.438,0,0,0,1,0,1,0,Solar,Solar,Solar,Solar,Solar,14.41804886,-1,2587.719452,-1,2459587.719,-1,3.726452136,-1,0.638013596,-1,6819.688757,-1,TRUE,16963,1435,2.912182,1982.195,0.0254265,0.5569607,2.91751,-2.894255,1.12637,3.25275,7.446324,9.64295,0.4205478,0,0,219.7766,119.5726,4458.184,606.3919,1.829656,6.116979,1.26E-51,4.824119,2.088212,0.5012836,2,5.508902,0.4796636,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,PC
00228381868-01,228381868,1,s0029,44316,6.9303,0.00313,2091.36,0.00218,2459091.36,0.00218,0.0680476,0.03,13.7516,157.695,89.9583,27.454,0.01,30.9588,4.11596,0.468633,0.262694,0.492111,5479.73,602.529,0,0,0,0,claret_tess_nonlinear_limb_darkening_model,0.6784999,-0.3793752,0.7653443,-0.3636463,4,mandel-agol_geometric_transit_model,TRUE,22.09786,1803.751,2136.839,16.90022,29.7307,32.20375,418,340.5988,13.2037,2.23214,0.0707,0.00203,1232.4,19.0428,545.159,1.62742,1,1,5570.3,131.642,3.92973,0.0898,0.22,0.1,1.77738,0.128781,0.1745619,0.0382,TIC8.1,TIC8.1,TIC8.1,TIC8.1,TIC8.1-Der,6.927774906,-1,2091.367595,-1,2459091.368,-1,4.595730206,-1,0.931444245,-1,6138.336962,-1,TRUE,15279,2925,1.533012,490.3615,-0.0281824,0.442987,1.62135,-3.217576,-0.63197,-0.487523,10.11846,14.615,0.6391435,0,0,7.734653,5.057594,3177.614,511.8618,1.331592,3.779607,2.97E-96,4.80465,0.2098042,0.6930618,4,15.76367,3.229871,0.8958304,2.535859,0.34001,2.538429,0.9581852,2.536183,0.7891683,2.535857,0.2916535,2.538427,0.8413373,2.536166,PC
00228507250-01,228507250,1,s0029,44316,6.15647,0.00313,2092.74,0.00218,2459092.74,0.00218,0.119425,0.03,12.7728,157.695,86.1659,27.454,0.854082,30.9588,2.672,0.468633,0.940414,0.492111,13062.9,602.529,0,0,0,0,claret_tess_nonlinear_limb_darkening_model,0.5712936,-0.0855,0.4172728,-0.2379788,3,mandel-agol_geometric_transit_model,TRUE,31.51048,1063.174,1211.683,29.35062,79.80035,3.05214,173,181.622,13.0376,2.23214,0.0658,0.00203,994.485,19.0428,231.16,1.62742,1,1,5780,0,4.438,0,0,0,1,0,1,0,Solar,Solar,Solar,Solar,Solar,6.155552864,-1,2092.741711,-1,2459092.742,-1,2.60456869,-1,0.799097783,-1,13195.86714,-1,TRUE,14974,1435,2.976678,1603.754,-0.00347577,0.5447186,3.02174,-2.953823,2.69442,0.536088,19.12692,29.83974,0.0374,0,0,22.45467,6.076894,3347.073,226.454,3.530533,10.38881,1.5E-194,6.852783,-0.1763813,1.009567,4,19.39986,5.270601,0.3448886,2.564533,0.84198,2.545562,0.9098783,2.548296,-0.1976327,2.564531,0.3336504,2.545559,0.3877902,2.550501,PC
00229047362-01,229047362,1,s0010,44494,3.76484,0.000173571,1572.99,0.000441252,2458572.99,0.000441252,0.138357,0.056,11.4045,0.0941,88.3973,0.594329,0.318972,0.0795,2.76116,0.0169,0.370045,0.00847,21993.6,432.97,0,0,0,0,claret_tess_nonlinear_limb_darkening_model,0.6008666,-0.1708511,0.5218894,-0.2773266,6,mandel-agol_geometric_transit_model,TRUE,171.3358,1854.951,2272.75,152.9743,1970.965,2317.766,448,2986.653,13.243,17.3567,0.0478,0.00446796,1084.22,70.3584,326.579,837.813,1,1,5736,110.671,4.56303,0.0724,0.06,0.03,0.876762,0.0391,1.521065,0.2624006,TIC8.1,TIC8.1,TIC8.1,TIC8.1,TIC8.1-Der,3.763887167,-1,1572.993644,-1,2458572.994,-1,2.734993118,-1,0.476635852,-1,20940.16281,-1,TRUE,15598,3358,1.592709,227.3663,-0.141188,0.7463322,2.49621,-2.029203,2.15414,-0.687523,76.17974,160.7207,4.289612,0,0,1.628286,1.019815,1893.607,293.7366,0.6160783,2.733259,0,8.374061,-1.115299,1.332212,7,103.6976,19.07391,-0.0658,2.501165,0.0484,2.501111,0.0817,2.501146,-0.3477596,2.501164,0.4222761,2.501109,0.547041,2.501131,KP
00229091748-01,229091748,1,s0029,44316,0.456769,0.00313,2088.62,0.00218,2459088.62,0.00218,0.0611,0.03,6.13186,157.695,83.4526,27.454,0.699189,30.9588,0.458514,0.468633,0.0495,0.492111,3852.98,602.529,0,0,0,0,claret_tess_nonlinear_limb_darkening_model,0.5774613,-0.1096103,0.4517495,-0.2522217,46,mandel-agol_geometric_transit_model,TRUE,16.02633,3114.5,3780.514,13.07436,54.33378,42.87508,612,528.8365,6.94002,2.23214,0.0117,0.00203,2390.88,19.0428,7722.37,1.62742,1,1,5753,131.893,4.41651,0.0810115,0,0,1.04039,0.0513,0.9147738,0.1764972,TIC8.1,TIC8.1,Solar,TIC8.1,TIC8.1-Der,0.456830084,-1,2088.62136,-1,2459088.621,-1,0.510046929,-1,0.116020074,-1,3528.047576,-1,TRUE,15452,5398,1.28077,312.9054,-0.113818,0.7215587,1.67517,-1.915513,0.11618,0.294307,4.496959,11.4903,0.03016988,0,0,0.4916717,0.4698333,3095.4,736.1675,-1.081933,0.9492365,5.21E-29,7.295135,-0.1469972,1.046844,57,0,0,-12.78008,2.652829,-8.363482,2.732714,15.27345,2.677033,-12.74659,2.65226,-8.331652,2.732711,15.228,2.676596,EB
00229141709-01,229141709,1,s0029,44316,14.204,0.00313,2092.64,0.00218,2459092.64,0.00218,0.292305,0.03,22.0235,157.695,88.1588,27.454,0.707604,30.9588,5.3328,0.468633,2.6664,0.492111,85424.3,602.529,0,0,0,0,claret_tess_nonlinear_limb_darkening_model,0.4577557,0.3671094,-0.2345333,0.0329,2,mandel-agol_geometric_transit_model,TRUE,233.0131,1272.426,1491.647,225.4355,4525.321,0.67718,209,1485.823,39.5874,2.23214,0.122717,0.00203,879.663,19.0428,141.51,1.62742,1,1,6270,133.169,4.33719,0.0857,0,0,1.24056,0.0567,0.6391049,0.1294518,TIC8.1,TIC8.1,Solar,TIC8.1,TIC8.1-Der,14.20416069,-1,2092.636098,-1,2459092.636,-1,5.008422112,-1,1.808914845,-1,83133.58341,-1,TRUE,15945,1675,-0.1191062,-59.87334,-0.000109282,0.5977952,3.1153,-6.402116,-0.60836,0.377755,167.182,236.3853,0.0622,0,0,0,-1,0,-1,0,0,0,7.944124,-3.280908,2.112845,2,188.3754,41.92541,0.2701792,2.500254,-0.09510826,2.500595,0.2864304,2.500292,0.3737753,2.500252,-0.8922321,2.500592,0.9673604,2.500542,PC
00229384040-01,229384040,1,s0033,44237,1.29302,0.00251924,2202.67,0.00179529,2460000,0.00179529,0.0223072,0.00885216,1.20262,25.1096,37.3946,72.7533,0.955449,56.5442,5.14803,0.2219,1.15214,0.223728,395.842,517.199,0,0,0,0,claret_tess_nonlinear_limb_dar,0.470434,0.316537,-0.152219,-0.00224964,19,mandel-agol_geometric_transit_,TRUE,13.607,9360.24,11722,13.0961,29.7397,17.2264,2429,2048.61,3.94958,0.676604,0.0244053,0.00222894,2204.29,18.1569,5579.55,1.34507,1,0,6128,132.043,4.08177,0.0807487,0,0,1.62182,0.0749623,0.271498,0.0520163,TIC8.1,TIC8.1,Solar,TIC8.1,TIC8.1-Der,1.29305,-1,2202.67,-1,2460000,-1,6.86403,-1,3.08123,-1,504.162,-1,TRUE,18367,8706,5.74376,153.719,-1.04379,2.27808,5.26489,-4.16203,0.6472,0.402755,4.09971,8.48751,2.70085,0,0,3.22903,0.78854,4568.55,257.295,2.82678,8.72597,9.56E-13,8.56338,0.460065,1.1396,20,12.5558,3.67543,-12.356,2.51178,4.85696,2.53528,13.2763,2.51494,-12.3809,2.51177,4.4162,2.53528,13.1449,2.51444,EB
00229400092-01,229400092,1,s0023,44272,4.14213,,1929.19,,2458929.19,,0.103773,,9.8438,,85.202,,0.823359,,2.37361,,0.615735,,10198.3,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.607742,-0.2225298,0.606419,-0.3107004,5,mandel-agol_geometric_transit_model,TRUE,66.63004,1338.151,1596.676,58.90374,326.2751,0.27069,238,273.725,13.0978,,0.0503,,1182.97,,462.83,,1,1,5592,125.216,4.3068,0.082,0,0,1.15614,0.0588,0.6394245,0.1250218,TIC8,TIC8,Solar,TIC8,TIC8-Deriv,4.141664982,-1,1929.189929,-1,2458929.19,-1,2.313012479,-1,0.620766996,-1,10030.21209,-1,TRUE,15356,2362,1.616341,278.271,-0.104352,0.538088,1.79173,-2.576283,1.95137,2.11387,24.92588,48.23068,0.4637787,0,0,2.257898,1.27529,2242.032,312.1005,0.986362,3.355846,0,6.22864,0.2860799,0.8386695,7,41.79891,1.750194,-0.8932753,2.50473,-0.7309414,2.517805,1.154217,2.509982,-0.8127754,2.504726,-0.5368155,2.517804,0.9740506,2.508705,CP
00229455001-01,229455001,1,s0040,44441,22.3504,,2394.52,,2459394.52,,0.0218,,56.7825,,89.7411,,0.256558,,2.97424,,0.0678,,541.16,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.477138,0.2864608,-0.1143016,-0.0187,2,mandel-agol_geometric_transit_model,TRUE,8.241189,704.322,862.0132,7.871031,7.137461,0.59262,179,152.6724,2.70995,,0.164229,,718.189,,62.8747,,1,1,6179,124.697,4.3969,0.0828,0,0,1.13948,0.0513442,0.7983499,0.1564403,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,22.34721184,-1,2394.521339,-1,2459394.521,-1,2.976910351,-1,0.269880755,-1,505.7908715,-1,TRUE,20466,1434,1.760825,122.0873,-0.0778057,0.7020568,2.27133,-2.989662,-1.95002,0.597199,6.464453,8.62709,0.0289,0,0,246.6729,549.7162,4400.577,2449.097,0.4469086,1.503474,1.25E-23,4.625696,0.3721816,0.8295684,2,4.414114,0.338167,-1.336714,2.663388,4.297709,3.048942,4.50079,3.016916,-1.902479,2.663373,3.359016,3.04894,3.860365,2.959917,PC
00229490898-01,229490898,1,s0024,44272,2.23468,,1956.14,,2458956.14,,0.0956,,3.52469,,73.7915,,0.983858,,2.43979,,1.2199,,4383.92,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.4191432,0.5543308,-0.5537903,0.1775304,12,mandel-agol_geometric_transit_model,TRUE,21.91588,3056.194,3758.256,19.77422,47.14824,19.96532,535,548.2505,16.4305,,0.0453,,1744.02,,2186.37,,1,1,6704,0,4.438,0,0,0,1.57414,0,1,0,TIC8,Solar,Solar,TIC8,Solar,2.234386206,-1,1956.140114,-1,2458956.14,-1,2.383477475,-1,0.926344246,-1,4284.228072,-1,TRUE,18696,4284,3.300672,703.7645,-0.0308029,0.7568411,2.73464,-1.706874,1.00831,0.33331,6.668753,17.46862,0.5781181,0,0,2.941645,6.52209,3531.332,1957.378,0.2977029,0.9131173,6.45E-74,7.010016,0.3105944,0.9453586,12,10.69483,3.139282,0.7825974,2.523181,4.352595,2.726519,4.422391,2.720382,-1.127593,2.523166,0.3940175,2.726515,1.194452,2.546081,PC
00229510866-01,229510866,1,s0024,44272,2.10325,,1957.82,,2458957.82,,0.0752,,4.28539,,89.8663,,0.01,,4.07487,,0.290124,,6524.44,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.4622537,0.3520489,-0.2012044,0.01871389,13,mandel-agol_geometric_transit_model,TRUE,133.7663,5799.438,6913.416,130.0407,1351.573,16.25174,1449,4314.376,15.8239,,0.0338,,2040.27,,4095.2,,1,1,6122,124.721,3.93293,0.08,0,0,1.92663,0.0862,0.1622301,0.0308,TIC8,TIC8,Solar,TIC8,TIC8-Deriv,2.102776766,-1,1957.823149,-1,2458957.823,-1,4.092164628,-1,0.399768838,-1,6292.03673,-1,TRUE,19720,8925,3.006676,529.1744,-0.153636,0.663536,1.8706,-2.8657,1.09581,-0.475023,40.94662,128.0913,5.989792,0,0,1.326263,0.3921903,3385.216,236.5059,0.8318995,5.40916,0,6.988572,0.7374455,0.8858545,12,89.56398,6.713008,-0.3597209,2.500498,0.1210479,2.503221,0.3795414,2.500775,-0.1308801,2.500495,-0.0727,2.503217,0.1497097,2.501137,PC
